category,last_update,link,scraped_at,timestamp,title
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/entertainment-news/d-5265319/sinopsis-overdrive-aksi-pencurian-mobil-mewah,2020-11-22 20:28:38.535165,1606039321,"Sinopsis Overdrive, Aksi Pencurian Mobil Mewah"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/wedding-news/d-5265212/perjalanan-cinta-denny-sumargo-hingga-mendadak-menikah,2020-11-22 20:28:38.622237,1606032015,Perjalanan Cinta Denny Sumargo Hingga Mendadak Menikah
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/entertainment-news/d-5265203/song-hye-kyo-ulang-tahun-ke-39-disebut-tante-paling-cantik-di-dunia,2020-11-22 20:28:38.709874,1606026469,"Song Hye Kyo Ulang Tahun ke-39, Disebut Tante Paling Cantik di Dunia"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/love/d-5265204/ramalan-zodiak-cinta-22-november-gemini-jaga-sikap-libra-jangan-main-api,2020-11-22 20:28:38.802507,1606028427,"Ramalan Zodiak Cinta 22 November: Gemini Jaga Sikap, Libra Jangan Main Api"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/love/d-5264966/ramalan-zodiak-hari-ini-aries-pengeluaran-normal-taurus-kebutuhan-tercukupi,2020-11-22 20:28:38.896421,1606021232,"Ramalan Zodiak Hari Ini: Aries Pengeluaran Normal, Taurus Kebutuhan Tercukupi"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/foto-entertainment/d-5264870/8-foto-ratu-kecantikan-indonesia-yang-jadi-tentara-amerika,2020-11-22 20:28:38.994440,1606010440,8 Foto Ratu Kecantikan Indonesia yang Jadi Tentara Amerika
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/entertainment-news/d-5264964/paris-hilton-klaim-jadi-pencipta-tren-foto-selfie-kata-netizen-bukan,2020-11-22 20:28:39.092223,1606017618,"Paris Hilton Klaim Jadi Pencipta Tren Foto Selfie, Kata Netizen: Bukan!"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/love/d-5264926/ramalan-zodiak-hari-ini-leo-tingkatkan-prestasi-kerja-libra-pantang-menyerah,2020-11-22 20:28:39.192688,1606013105,"Ramalan Zodiak Hari Ini: Leo Tingkatkan Prestasi Kerja, Libra Pantang Menyerah"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/entertainment-news/d-5264954/hilary-duff-ungkap-terpapar-covid-19-saat-hamil-anak-ketiga,2020-11-22 20:28:39.293278,1606014059,Hilary Duff Ungkap Terpapar COVID-19 saat Hamil Anak Ketiga
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/health-and-diet/d-5264858/yuk-jaga-daya-tahan-tubuh-dengan-lakukan-8-kebiasaan-ini,2020-11-22 20:28:39.394906,1606006845,Yuk Jaga Daya Tahan Tubuh dengan Lakukan 8 Kebiasaan Ini
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/entertainment-news/d-5264793/wanita-tuli-cetak-sejarah-di-miss-universe-colombia-2020-nyaris-menang,2020-11-22 20:28:39.495662,1606003204,"Wanita Tuli Cetak Sejarah di Miss Universe Colombia 2020, Nyaris Menang"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/fashion-news/d-5264692/lagi-tren-ini-rekomendasi-kaus-motif-tie-dye-yang-stylish,2020-11-22 20:28:39.600291,1606007153,"Lagi Tren, Ini Rekomendasi Kaus Motif Tie Dye yang Stylish"
Wolipop,"Terakhir update : Minggu, 22 November 2020 19:28 WIB",https://wolipop.detik.com/sex/d-5264699/ladies-jangan-lakukan-4-hal-ini-saat-oral-seks,2020-11-22 20:28:39.704695,1605969073,"Ladies, Jangan Lakukan 4 Hal Ini Saat Oral Seks"
